X,sample,date.sampled,date.measured,absorbance.1,absorbance.2,species,temp,rep,notes,error_code,evap_volume,evap_relevant,date,day,meanabs,predicted_N,predicted_N_SE,n.fixed
111,4-24-2,2017-04-14,2017-06-27,0.037,0.04,4,24,2,,,20,evap,2017-04-14,0,0.0385,3.8908108898353015,0.11859558376714438,4.362499044796087
123,4-24-3,2017-04-14,2017-06-27,0.014,0.014,4,24,3,don't see adequate cadmium,error,20,evap,2017-04-14,0,0.014,2.12677175032945,0.13862843411532041,4.362499044796087
135,4-24-4,2017-04-14,2017-06-27,0.022,0.026,4,24,4,,,20,evap,2017-04-14,0,0.024,2.846787725637961,0.11961663584720056,4.362499044796087
146,4-24-5,2017-04-14,2017-06-27,0.043,0.04,4,24,5,,,20,evap,2017-04-14,0,0.041499999999999995,4.106815682427855,0.12259985320944325,4.362499044796087
101,4-31-1,2017-04-14,2017-06-27,0.038,0.035,4,31,1,,,20,evap,2017-04-14,0,0.036500000000000005,3.7468076947736,0.11668156472290074,4.362499044796087
113,4-31-2,2017-04-14,2017-06-27,0.067,0.05,4,31,2,,,20,evap,2017-04-14,0,0.0585,5.330842840452323,0.16457319229727724,4.362499044796087
125,4-31-3,2017-04-14,2017-06-27,0.042,0.04,4,31,3,,,20,evap,2017-04-14,0,0.041,4.070814883662429,0.12184236432932873,4.362499044796087
137,4-31-4,2017-04-14,2017-06-27,0.064,0.066,4,31,4,,,20,evap,2017-04-14,0,0.065,5.798853224402856,0.1861438599511667,4.362499044796087
148,4-31-5,2017-04-14,2017-06-27,0.042,0.044,4,31,5,,,20,evap,2017-04-14,0,0.043,4.214818078724131,0.12507707868567033,4.362499044796087
103,4-38-1,2017-04-14,2017-06-27,0.077,0.079,4,38,1,,,20,evap,2017-04-14,0,0.078,6.734873992303919,0.23385126875263332,4.362499044796087
115,4-38-2,2017-04-14,2017-06-27,0.037,0.034,4,38,2,,,20,evap,2017-04-14,0,0.035500000000000004,3.6748060972427483,0.11596331271336507,4.362499044796087
127,4-38-3,2017-04-14,2017-06-27,0.046,0.044,4,38,3,,,20,evap,2017-04-14,0,0.045,4.358821273785834,0.1288325618841403,4.362499044796087
151,4-38-4,2017-04-14,2017-06-27,0.062,0.061,4,38,4,low vol- done w 0.5ml,low_vol,20,evap,2017-04-14,0,0.0615,5.546847633044877,0.1742777667100958,4.362499044796087
150,4-38-5,2017-04-14,2017-06-27,0.035,0.04,4,38,5,,,20,evap,2017-04-14,0,0.037500000000000006,3.8188092923044508,0.11756017640931174,4.362499044796087
31,2001-03-01,2017-04-11,2017-06-26,0.059,0.061,1,3,1,wrong species entered,check data sheet for correct label,NA,,2017-04-11,7,0.06,4.93630676727297,0.25519514061622933,4.93630676727297
43,2001-03-02,2017-04-11,2017-06-26,0.054,0.052,1,3,2,,,NA,,2017-04-11,7,0.053,4.450596817073447,0.23174692142828493,4.450596817073447
55,2001-03-03,2017-04-11,2017-06-26,0.054,0.057,1,3,3,,,NA,,2017-04-11,7,0.0555,4.62406465643042,0.2393797449107098,4.62406465643042
67,2001-03-04,2017-04-11,2017-06-26,0.053,0.052,1,3,4,,,NA,,2017-04-11,7,0.0525,4.415903249202053,0.23032948293070957,4.415903249202053
79,2001-03-05,2017-04-11,2017-06-26,0.065,0.062,1,3,5,,,NA,,2017-04-11,7,0.0635,5.179161742372732,0.26908625563300687,5.179161742372732
33,2001-10-01,2017-04-11,2017-06-26,0.11,0.113,1,10,1,wrong species entered,check data sheet for correct label,NA,,2017-04-11,7,0.1115,8.509744258026602,0.5274038369406373,8.509744258026602
45,2001-10-02,2017-04-11,2017-06-26,0.039,0.033,1,10,2,,,NA,,2017-04-11,7,0.036000000000000004,3.271015509446035,0.2084485405463084,3.271015509446035
57,2001-10-03,2017-04-11,2017-06-26,0.017,0.018,1,10,3,,,NA,,2017-04-11,7,0.0175,1.9873534982044387,0.2457979588608558,1.9873534982044387
69,2001-10-04,2017-04-11,2017-06-26,0.02,0.014,1,10,4,,,NA,,2017-04-11,7,0.017,1.9526599303330443,0.24755207343283359,1.9526599303330443
81,2001-10-05,2017-04-11,2017-06-26,0.023,0.021,1,10,5,,,NA,,2017-04-11,7,0.022,2.299595609046989,0.23149883592421433,2.299595609046989
35,1-17-1,2017-04-11,2017-06-26,0.011,0.015,1,17,1,wrong species entered,check data sheet for correct label,NA,,2017-04-11,7,0.013,1.6751113873618881,0.2626329269747133,1.6751113873618881
47,1-17-2,2017-04-11,2017-06-26,0.018,0.02,1,17,2,,,NA,,2017-04-11,7,0.019,2.091434201818622,0.24072586076709546,2.091434201818622
59,1-17-3,2017-04-11,2017-06-26,0.019,0.02,1,17,3,,,NA,,2017-04-11,7,0.0195,2.1261277696900165,0.23910081868824387,2.1261277696900165
71,1-17-4,2017-04-11,2017-06-26,0.016,0.016,1,17,4,,,NA,,2017-04-11,7,0.016,1.8832727945902552,0.2511514572412537,1.8832727945902552
83,1-17-5,2017-04-11,2017-06-26,0.025,0.027,1,17,5,,,NA,,2017-04-11,7,0.026000000000000002,2.5771441520181453,0.22131702930879588,2.5771441520181453
37,1-24-1,2017-04-11,2017-06-26,0.018,0.019,1,24,1,wrong species entered,check data sheet for correct label,19.39655172,evap,2017-04-11,7,0.0185,2.0567406339472276,0.24238418279818708,2.0567406339472276
49,1-24-2,2017-04-11,2017-06-26,0.019,0.021,1,24,2,,,19.39655172,evap,2017-04-11,7,0.02,2.160821337561411,0.2375097396670993,2.160821337561411
61,1-24-3,2017-04-11,2017-06-26,0.029,0.028,1,24,3,,,19.39655172,evap,2017-04-11,7,0.0285,2.7506119913751172,0.21632293789597928,2.7506119913751172
73,1-24-4,2017-04-11,2017-06-26,0.029,0.026,1,24,4,,,19.39655172,evap,2017-04-11,7,0.0275,2.6812248556323284,0.21818711833825263,2.6812248556323284
85,1-24-5,2017-04-11,2017-06-26,0.022,0.019,1,24,5,,,19.39655172,evap,2017-04-11,7,0.020499999999999997,2.1955149054328054,0.2359533107631539,2.1955149054328054
39,1-31-1,2017-04-11,2017-06-26,0.027,0.024,1,31,1,wrong species entered,check data sheet for correct label,18.9137931,evap,2017-04-11,7,0.025500000000000002,2.5424505841467506,0.22244682671268,2.5424505841467506
51,1-31-2,2017-04-11,2017-06-26,0.024,0.025,1,31,2,,,18.9137931,evap,2017-04-11,7,0.0245,2.4730634484039618,0.2248322878759378,2.4730634484039618
63,1-31-3,2017-04-11,2017-06-26,0.048,0.043,1,31,3,,,18.9137931,evap,2017-04-11,7,0.0455,3.9301932990025295,0.21478030204771478,3.9301932990025295
75,1-31-4,2017-04-11,2017-06-26,0.02,0.018,1,31,4,,,18.9137931,evap,2017-04-11,7,0.019,2.091434201818622,0.24072586076709546,2.091434201818622
87,1-31-5,2017-04-11,2017-06-26,0.023,0.022,1,31,5,,,18.9137931,evap,2017-04-11,7,0.0225,2.334289176918383,0.23008792535395683,2.334289176918383
41,1-38-1,2017-04-11,2017-06-26,0.062,0.068,1,38,1,,,18.55172414,evap,2017-04-11,7,0.065,5.283242445986915,0.2754084930076264,5.283242445986915
53,1-38-2,2017-04-11,2017-06-26,0.05,0.05,1,38,2,,,18.55172414,evap,2017-04-11,7,0.05,4.24243540984508,0.22382593358581238,4.24243540984508
65,1-38-3,2017-04-11,2017-06-26,0.05,0.05,1,38,3,,,18.55172414,evap,2017-04-11,7,0.05,4.24243540984508,0.22382593358581238,4.24243540984508
77,1-38-4,2017-04-11,2017-06-26,0.049,0.045,1,38,4,,,18.55172414,evap,2017-04-11,7,0.047,4.034274002616713,0.21739445007678287,4.034274002616713
89,1-38-5,2017-04-11,2017-06-26,0.052,0.055,1,38,5,,,18.43103448,evap,2017-04-11,7,0.0535,4.485290384944841,0.2332016594277637,4.485290384944841
153,2001-03-01,2017-04-18,2017-06-28,0.028,0.026,1,3,1,,,NA,,2017-04-18,14,0.027,3.062792518230514,0.11657646112551576,3.062792518230514
177,2001-03-02,2017-04-18,2017-06-28,0.063,0.063,1,3,2,,,NA,,2017-04-18,14,0.063,5.654850029341153,0.17929748461520667,5.654850029341153
201,2001-03-03,2017-04-18,2017-06-28,0.076,0.051,1,3,3,,points_differ,NA,,2017-04-18,14,0.0635,5.690850828106578,0.1809932566042341,5.690850828106578
225,2001-03-04,2017-04-18,2017-06-28,0.053,0.051,1,3,4,,,NA,,2017-04-18,14,0.052,4.862832456501791,0.14544630314475934,4.862832456501791
249,2001-03-05,2017-04-18,2017-06-28,0.069,0.073,1,3,5,,,NA,,2017-04-18,14,0.07100000000000001,6.230862809587962,0.20756786734345783,6.230862809587962
157,2001-10-01,2017-04-18,2017-06-28,-0.003,-0.007,1,10,1,,,NA,,2017-04-18,14,-0.005,0.7587413972432793,0.19801729936318266,0.7587413972432793
181,2001-10-02,2017-04-18,2017-06-28,0.063,0.067,1,10,2,,,NA,,2017-04-18,14,0.065,5.798853224402856,0.1861438599511667,5.798853224402856
205,2001-10-03,2017-04-18,2017-06-28,0.066,0.062,1,10,3,,filter_off,NA,,2017-04-18,14,0.064,5.726851626872004,0.1826997738181175,5.726851626872004
229,2001-10-04,2017-04-18,2017-06-28,0.03,0.033,1,10,4,,,NA,,2017-04-18,14,0.0315,3.3867997071193443,0.11474405473628274,3.3867997071193443
253,2001-10-05,2017-04-18,2017-06-28,0.02,0.022,1,10,5,,,NA,,2017-04-18,14,0.020999999999999998,2.630782933045407,0.1239943417198942,2.630782933045407
161,1-17-1,2017-04-18,2017-06-28,0.025,0.028,1,17,1,,,NA,,2017-04-18,14,0.026500000000000003,3.0267917194650886,0.11698527967395196,3.0267917194650886
185,1-17-2,2017-04-18,2017-06-28,0.019,0.019,1,17,2,,,NA,,2017-04-18,14,0.019,2.4867797379837056,0.12758964555310978,2.4867797379837056
209,1-17-3,2017-04-18,2017-06-28,0.022,0.019,1,17,3,,,NA,,2017-04-18,14,0.020499999999999997,2.5947821342799817,0.12484474675301921,2.5947821342799817
233,1-17-4,2017-04-18,2017-06-28,0.032,0.028,1,17,4,,,NA,,2017-04-18,14,0.03,3.278797310823067,0.1149799631674632,3.278797310823067
257,1-17-5,2017-04-18,2017-06-28,0.013,0.006,1,17,5,,,NA,,2017-04-18,14,0.0095,1.80276456144062,0.1506323969937232,1.80276456144062
165,1-24-1,2017-04-18,2017-06-28,-0.007,-0.003,1,24,1,,,18.79310345,evap,2017-04-18,14,-0.005,0.7587413972432793,0.19801729936318266,0.7587413972432793
189,1-24-2,2017-04-18,2017-06-28,0.037,0.038,1,24,2,,,18.79310345,evap,2017-04-18,14,0.0375,3.8188092923044508,0.11756017640931174,3.8188092923044508
213,1-24-3,2017-04-18,2017-06-28,0.014,0.01,1,24,3,,,18.79310345,evap,2017-04-18,14,0.012,1.9827685552677479,0.1437508328524237,1.9827685552677479
237,1-24-4,2017-04-18,2017-06-28,0.022,0.021,1,24,4,,,18.79310345,evap,2017-04-18,14,0.0215,2.666783731810833,0.12317735276987242,2.666783731810833
261,1-24-5,2017-04-18,2017-06-28,0.012,0.013,1,24,5,,,18.79310345,evap,2017-04-18,14,0.0125,2.0187693540331733,0.14243655057765742,2.0187693540331733
169,1-31-1,2017-04-18,2017-06-28,0.016,0.018,1,31,1,,,17.82758621,evap,2017-04-18,14,0.017,2.342776542922003,0.13167565472818227,2.342776542922003
193,1-31-2,2017-04-18,2017-06-28,0.062,0.063,1,31,2,,,17.82758621,evap,2017-04-18,14,0.0625,5.618849230575727,0.17761276562396558,5.618849230575727
217,1-31-3,2017-04-18,2017-06-28,0.039,0.034,1,31,3,,,17.82758621,evap,2017-04-18,14,0.036500000000000005,3.7468076947736,0.11668156472290074,3.7468076947736
241,1-31-4,2017-04-18,2017-06-28,0,0,1,31,4,,,17.82758621,evap,2017-04-18,14,0,1.1187493848975347,0.180539987561904,1.1187493848975347
265,1-31-5,2017-04-18,2017-06-28,0.022,0.021,1,31,5,,,17.82758621,evap,2017-04-18,14,0.0215,2.666783731810833,0.12317735276987242,2.666783731810833
173,1-38-1,2017-04-18,2017-06-28,0.066,0.066,1,38,1,,,17.10344828,evap,2017-04-18,14,0.066,5.8708548219337064,0.18962746563281668,5.8708548219337064
197,1-38-2,2017-04-18,2017-06-28,0.049,0.051,1,38,2,,,17.10344828,evap,2017-04-18,14,0.05,4.7188292614400895,0.14021103873342614,4.7188292614400895
221,1-38-3,2017-04-18,2017-06-28,0.026,0.023,1,38,3,,,17.10344828,evap,2017-04-18,14,0.0245,2.882788524403386,0.11901372966578838,2.882788524403386
269,1-38-5,2017-04-18,2017-06-28,0,0,1,38,5,,,16.86206897,evap,2017-04-18,14,0,1.1187493848975347,0.180539987561904,1.1187493848975347
282,2001-03-01,2017-04-25,2017-06-29,0.049,0.049,1,3,1,,,NA,,2017-04-25,21,0.049,4.646827663909238,0.13772964221813958,4.646827663909238
306,2001-03-02,2017-04-25,2017-06-29,0.036,0.033,1,3,2,,,NA,,2017-04-25,21,0.0345,3.6028044997118975,0.11540841444716313,3.6028044997118975
330,2001-03-03,2017-04-25,2017-06-29,0.04,0.044,1,3,3,,,NA,,2017-04-25,21,0.041999999999999996,4.14281648119328,0.12339191115592828,4.14281648119328
354,2001-03-04,2017-04-25,2017-06-29,0.04,0.038,1,3,4,,,NA,,2017-04-25,21,0.039,3.9268116886007274,0.11917083284130124,3.9268116886007274
378,2001-03-05,2017-04-25,2017-06-29,0.023,0.023,1,3,5,,,NA,,2017-04-25,21,0.023,2.7747861281071096,0.12093351655616641,2.7747861281071096
286,2001-10-01,2017-04-25,2017-06-29,0.012,0.012,1,10,1,,,NA,,2017-04-25,21,0.012,1.9827685552677479,0.1437508328524237,1.9827685552677479
310,2001-10-02,2017-04-25,2017-06-29,0.017,0.015,1,10,2,,,NA,,2017-04-25,21,0.016,2.2707749453911523,0.13388884593824452,2.2707749453911523
334,2001-10-03,2017-04-25,2017-06-29,0.01,0.011,1,10,3,,,NA,,2017-04-25,21,0.010499999999999999,1.874766158971471,0.1478200249708849,1.874766158971471
358,2001-10-04,2017-04-25,2017-06-29,0.006,0.008,1,10,4,,,NA,,2017-04-25,21,0.007,1.6227605676134922,0.15798060911189887,1.6227605676134922
382,2001-10-05,2017-04-25,2017-06-29,0.01,0.01,1,10,5,,,NA,,2017-04-25,21,0.01,1.8387653602060456,0.1492166232970515,1.8387653602060456
290,1-17-1,2017-04-25,2017-06-29,0.029,0.03,1,17,1,,,NA,,2017-04-25,21,0.0295,3.242796512057642,0.11514257023846218,3.242796512057642
314,1-17-2,2017-04-25,2017-06-29,0.014,0.013,1,17,2,,,NA,,2017-04-25,21,0.0135,2.0907709515640245,0.13987473445984336,2.0907709515640245
338,1-17-3,2017-04-25,2017-06-29,0.017,0.018,1,17,3,,,NA,,2017-04-25,21,0.0175,2.378777341687429,0.13061057286446867,2.378777341687429
362,1-17-4,2017-04-25,2017-06-29,0.015,0.016,1,17,4,,,NA,,2017-04-25,21,0.0155,2.2347741466257265,0.13503559449694624,2.2347741466257265
386,1-17-5,2017-04-25,2017-06-29,0.002,0.007,1,17,5,,,NA,,2017-04-25,21,0.0045000000000000005,1.4427565737863646,0.16573341075245304,1.4427565737863646
294,1-24-1,2017-04-25,2017-06-29,0.015,0.013,1,24,1,,,18.18965517,evap,2017-04-25,21,0.013999999999999999,2.12677175032945,0.13862843411532041,2.12677175032945
318,1-24-2,2017-04-25,2017-06-29,0.034,0.038,1,24,2,,,18.18965517,evap,2017-04-25,21,0.036000000000000004,3.710806896008174,0.11630219252344916,3.710806896008174
342,1-24-3,2017-04-25,2017-06-29,0.015,0.015,1,24,3,,,18.18965517,evap,2017-04-25,21,0.015,2.1987733478603007,0.13620821548545348,2.1987733478603007
366,1-24-4,2017-04-25,2017-06-29,0.016,0.017,1,24,4,,,18.18965517,evap,2017-04-25,21,0.0165,2.3067757441565777,0.13276864020666013,2.3067757441565777
390,1-24-5,2017-04-25,2017-06-29,0.01,0.012,1,24,5,,,18.18965517,evap,2017-04-25,21,0.011,1.9107669577368966,0.14644315063099125,1.9107669577368966
298,1-31-1,2017-04-25,2017-06-29,0.036,0.033,1,31,1,,,19.24137931,evap,2017-04-25,21,0.0345,3.6028044997118975,0.11540841444716313,3.6028044997118975
322,1-31-2,2017-04-25,2017-06-29,0.047,0.047,1,31,2,,,19.24137931,evap,2017-04-25,21,0.047,4.502824468847535,0.13306472828149954,4.502824468847535
346,1-31-3,2017-04-25,2017-06-29,0.048,0.047,1,31,3,,,19.24137931,evap,2017-04-25,21,0.0475,4.538825267612961,0.13419207806602143,4.538825267612961
370,1-31-4,2017-04-25,2017-06-29,0.025,0.026,1,31,4,flowcammed after medium added,,19.24137931,evap,2017-04-25,21,0.025500000000000002,2.954790121934238,0.11792182501317741,2.954790121934238
394,1-31-5,2017-04-25,2017-06-29,0.018,0.018,1,31,5,,,19.24137931,evap,2017-04-25,21,0.018,2.414778140452854,0.12957408270944157,2.414778140452854
302,1-38-1,2017-04-25,2017-06-29,0.028,0.026,1,38,1,,,18.15517241,evap,2017-04-25,21,0.027,3.062792518230514,0.11657646112551576,3.062792518230514
326,1-38-2,2017-04-25,2017-06-29,0.043,0.043,1,38,2,,,18.15517241,evap,2017-04-25,21,0.043,4.214818078724131,0.12507707868567033,4.214818078724131
350,1-38-3,2017-04-25,2017-06-29,0.039,0.038,1,38,3,,,18.15517241,evap,2017-04-25,21,0.0385,3.8908108898353015,0.11859558376714438,3.8908108898353015
374,1-38-4,2017-04-25,2017-06-29,0.034,0.035,1,38,4,,,18.15517241,evap,2017-04-25,21,0.0345,3.6028044997118975,0.11540841444716313,3.6028044997118975
403,2001-03-01,2017-05-02,2017-06-30,0.043,0.045,1,3,1,,,NA,,2017-05-02,28,0.044,4.286819676254982,0.12689246379059507,4.286819676254982
427,2001-03-02,2017-05-02,2017-06-30,0.055,0.056,1,3,2,,,NA,,2017-05-02,28,0.0555,5.11483804785977,0.15538442714979456,5.11483804785977
451,2001-03-03,2017-05-02,2017-06-30,0.039,0.037,1,3,3,,,NA,,2017-05-02,28,0.038,3.8548100910698757,0.11805852382682698,3.8548100910698757
475,2001-03-04,2017-05-02,2017-06-30,0.046,0.042,1,3,4,,,NA,,2017-05-02,28,0.044,4.286819676254982,0.12689246379059507,4.286819676254982
499,2001-03-05,2017-05-02,2017-06-30,0.025,0.024,1,3,5,,,NA,,2017-05-02,28,0.0245,2.882788524403386,0.11901372966578838,2.882788524403386
407,2001-10-01,2017-05-02,2017-06-30,0.02,0.023,1,10,1,,,NA,,2017-05-02,28,0.0215,2.666783731810833,0.12317735276987242,2.666783731810833
431,2001-10-02,2017-05-02,2017-06-30,0.029,0.033,1,10,2,,,NA,,2017-05-02,28,0.031,3.3507989083539185,0.1147805960870265,3.3507989083539185
455,2001-10-03,2017-05-02,2017-06-30,0.036,0.036,1,10,3,,,NA,,2017-05-02,28,0.036,3.7108068960081733,0.11630219252344916,3.7108068960081733
479,2001-10-04,2017-05-02,2017-06-30,0.027,0.026,1,10,4,,,NA,,2017-05-02,28,0.0265,3.0267917194650886,0.11698527967395196,3.0267917194650886
503,2001-10-05,2017-05-02,2017-06-30,0.034,0.034,1,10,5,,,NA,,2017-05-02,28,0.034,3.5668037009464717,0.11519298783025976,3.5668037009464717
411,1-17-1,2017-05-02,2017-06-30,0.034,0.032,1,17,1,,,NA,,2017-05-02,28,0.033,3.494802103415621,0.11488734262628199,3.494802103415621
435,1-17-2,2017-05-02,2017-06-30,0.033,0.03,1,17,2,,,NA,,2017-05-02,28,0.0315,3.3867997071193443,0.11474405473628274,3.3867997071193443
459,1-17-3,2017-05-02,2017-06-30,0.03,0.032,1,17,3,,,NA,,2017-05-02,28,0.031,3.3507989083539185,0.1147805960870265,3.3507989083539185
483,1-17-4,2017-05-02,2017-06-30,0.028,0.029,1,17,4,,,NA,,2017-05-02,28,0.0285,3.170794914526791,0.11559274628510709,3.170794914526791
507,1-17-5,2017-05-02,2017-06-30,0.033,0.031,1,17,5,,,NA,,2017-05-02,28,0.032,3.4228005058847693,0.11474967723994824,3.4228005058847693
415,1-24-1,2017-05-02,2017-06-30,0.037,0.038,1,24,1,,,17.5862069,evap,2017-05-02,28,0.0375,3.8188092923044508,0.11756017640931174,3.8188092923044508
439,1-24-2,2017-05-02,2017-06-30,0.033,0.034,1,24,2,,,17.5862069,evap,2017-05-02,28,0.0335,3.530802902181046,0.11501923419774575,3.530802902181046
463,1-24-3,2017-05-02,2017-06-30,0.034,0.031,1,24,3,,,17.5862069,evap,2017-05-02,28,0.0325,3.458801304650195,0.11479745740277023,3.458801304650195
487,1-24-4,2017-05-02,2017-06-30,0.031,0.027,1,24,4,,,17.5862069,evap,2017-05-02,28,0.028999999999999998,3.206795713292216,0.11534690504025893,3.206795713292216
511,1-24-5,2017-05-02,2017-06-30,0.029,0.028,1,24,5,,,17.5862069,evap,2017-05-02,28,0.0285,3.170794914526791,0.11559274628510709,3.170794914526791
419,1-31-1,2017-05-02,2017-06-30,0.051,0.054,1,31,1,,,18.15517241,evap,2017-05-02,28,0.0525,4.898833255267217,0.14680835706021045,4.898833255267217
443,1-31-2,2017-05-02,2017-06-30,0.056,0.057,1,31,2,,,18.15517241,evap,2017-05-02,28,0.0565,5.186839645390621,0.15838439146879812,5.186839645390621
515,1-31-5,2017-05-02,2017-06-30,0.045,0.044,1,31,5,,,18.15517241,evap,2017-05-02,28,0.0445,4.322820475020408,0.12784727001066354,4.322820475020408
423,1-38-1,2017-05-02,2017-06-30,0.042,0.043,1,38,1,,,18.70689655,evap,2017-05-02,28,0.042499999999999996,4.1788172799587056,0.1242178768960703,4.1788172799587056
447,1-38-2,2017-05-02,2017-06-30,0.044,0.042,1,38,2,,,18.70689655,evap,2017-05-02,28,0.043,4.214818078724131,0.12507707868567033,4.214818078724131
471,1-38-3,2017-05-02,2017-06-30,0.048,0.047,1,38,3,,,18.70689655,evap,2017-05-02,28,0.0475,4.538825267612961,0.13419207806602143,4.538825267612961
495,1-38-4,2017-05-02,2017-06-30,0.043,0.042,1,38,4,,,18.70689655,evap,2017-05-02,28,0.042499999999999996,4.1788172799587056,0.1242178768960703,4.1788172799587056
519,1-38-5,2017-05-02,2017-06-30,0.032,0.029,1,38,5,,,18.72413793,evap,2017-05-02,28,0.0305,3.3147981095884926,0.11485926105013257,3.3147981095884926
524,2001-03-01,2017-05-09,2017-06-30,0.02,0.016,1,3,1,,,NA,,2017-05-09,35,0.018000000000000002,2.4147781404528543,0.12957408270944157,2.4147781404528543
536,2001-03-02,2017-05-09,2017-06-30,0.029,0.029,1,3,2,,,NA,,2017-05-09,35,0.029,3.206795713292216,0.11534690504025893,3.206795713292216
548,2001-03-03,2017-05-09,2017-06-30,0.048,0.047,1,3,3,,,NA,,2017-05-09,35,0.0475,4.538825267612961,0.13419207806602143,4.538825267612961
560,2001-03-04,2017-05-09,2017-06-30,0.025,0.025,1,3,4,,,NA,,2017-05-09,35,0.025,2.918789323168812,0.11844861162816658,2.918789323168812
572,2001-03-05,2017-05-09,2017-06-30,0.015,0.018,1,3,5,,,NA,,2017-05-09,35,0.0165,2.3067757441565777,0.13276864020666013,2.3067757441565777
526,2001-10-01,2017-05-09,2017-06-30,0.004,0.001,1,10,1,,,NA,,2017-05-09,35,0.0025,1.2987533787246623,0.17219033181107674,1.2987533787246623
538,2001-10-02,2017-05-09,2017-06-30,0.011,0.013,1,10,2,,,NA,,2017-05-09,35,0.012,1.9827685552677479,0.1437508328524237,1.9827685552677479
550,2001-10-03,2017-05-09,2017-06-30,0.013,0.018,1,10,3,,,NA,,2017-05-09,35,0.0155,2.2347741466257265,0.13503559449694624,2.2347741466257265
562,2001-10-04,2017-05-09,2017-06-30,0.017,0.019,1,10,4,,,NA,,2017-05-09,35,0.018000000000000002,2.4147781404528543,0.12957408270944157,2.4147781404528543
574,2001-10-05,2017-05-09,2017-06-30,0.036,0.033,1,10,5,,,NA,,2017-05-09,35,0.0345,3.6028044997118975,0.11540841444716313,3.6028044997118975
528,1-17-1,2017-05-09,2017-06-30,0.013,0.006,1,17,1,diluted differently from others on test-tube change,diff_dilution,NA,,2017-05-09,35,0.0095,1.80276456144062,0.1506323969937232,1.80276456144062
540,1-17-2,2017-05-09,2017-06-30,0.025,0.032,1,17,2,,,NA,,2017-05-09,35,0.0285,3.170794914526791,0.11559274628510709,3.170794914526791
552,1-17-3,2017-05-09,2017-06-30,0.015,0.014,1,17,3,,,NA,,2017-05-09,35,0.014499999999999999,2.1627725490948757,0.1374060465206647,2.1627725490948757
564,1-17-4,2017-05-09,2017-06-30,0,0,1,17,4,,,NA,,2017-05-09,35,0,1.1187493848975347,0.180539987561904,1.1187493848975347
576,1-17-5,2017-05-09,2017-06-30,0.008,0.012,1,17,5,,,NA,,2017-05-09,35,0.01,1.8387653602060456,0.1492166232970515,1.8387653602060456
530,1-24-1,2017-05-09,2017-06-30,0.001,0.001,1,24,1,,,19.48275862,evap,2017-05-09,35,0.001,1.1907509824283857,0.17716541423945312,1.1907509824283857
542,1-24-2,2017-05-09,2017-06-30,0.022,0.02,1,24,2,,,19.48275862,evap,2017-05-09,35,0.020999999999999998,2.630782933045407,0.1239943417198942,2.630782933045407
554,1-24-3,2017-05-09,2017-06-30,0.034,0.031,1,24,3,,,19.48275862,evap,2017-05-09,35,0.0325,3.458801304650195,0.11479745740277023,3.458801304650195
566,1-24-4,2017-05-09,2017-06-30,0.028,0.029,1,24,4,,,19.48275862,evap,2017-05-09,35,0.0285,3.170794914526791,0.11559274628510709,3.170794914526791
578,1-24-5,2017-05-09,2017-06-30,0.018,0.019,1,24,5,,,19.48275862,evap,2017-05-09,35,0.0185,2.4507789392182797,0.12856687577335402,2.4507789392182797
532,1-31-1,2017-05-09,2017-06-30,0.031,0.034,1,31,1,,,19.06896552,evap,2017-05-09,35,0.0325,3.458801304650195,0.11479745740277023,3.458801304650195
544,1-31-2,2017-05-09,2017-06-30,0.047,0.042,1,31,2,,,19.06896552,evap,2017-05-09,35,0.0445,4.322820475020408,0.12784727001066354,4.322820475020408
556,1-31-3,2017-05-09,2017-06-30,0.045,0.049,1,31,3,,,19.06896552,evap,2017-05-09,35,0.047,4.502824468847535,0.13306472828149954,4.502824468847535
568,1-31-4,2017-05-09,2017-06-30,0.025,0.026,1,31,4,,,19.06896552,evap,2017-05-09,35,0.025500000000000002,2.954790121934238,0.11792182501317741,2.954790121934238
580,1-31-5,2017-05-09,2017-06-30,0.042,0.04,1,31,5,,,19.06896552,evap,2017-05-09,35,0.041,4.070814883662429,0.12184236432932873,4.070814883662429
534,1-38-1,2017-05-09,2017-06-30,0.051,0.044,1,38,1,,,18.55172414,evap,2017-05-09,35,0.0475,4.538825267612961,0.13419207806602143,4.538825267612961
546,1-38-2,2017-05-09,2017-06-30,0.037,0.041,1,38,2,,,18.55172414,evap,2017-05-09,35,0.039,3.9268116886007274,0.11917083284130124,3.9268116886007274
558,1-38-3,2017-05-09,2017-06-30,0.05,0.053,1,38,3,,,18.55172414,evap,2017-05-09,35,0.051500000000000004,4.826831657736366,0.14410495468357618,4.826831657736366
570,1-38-4,2017-05-09,2017-06-30,0.028,0.028,1,38,4,,,18.55172414,evap,2017-05-09,35,0.028,3.1347941157613652,0.11587982980320206,3.1347941157613652
582,1-38-5,2017-05-09,2017-06-30,0.029,0.028,1,38,5,,,18.43103448,evap,2017-05-09,35,0.0285,3.170794914526791,0.11559274628510709,3.170794914526791
706,2001-03-01,2017-05-16,2017-07-06,0.019,0.015,1,3,1,,,NA,,2017-05-16,42,0.017,1.1489823744253593,0.12087880612193777,1.1489823744253593
718,2001-03-02,2017-05-16,2017-07-06,0.026,0.029,1,3,2,,,NA,,2017-05-16,42,0.0275,1.8160289897179391,0.10223850911686631,1.8160289897179391
